127.0.0.1 - - [30/Jan/2018:18:43:48 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:43:22 +0530] "GET /MatchFinder/login/index.jsp HTTP/1.1" 404 1005
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:09 +0530] "GET /MatchFinder/login/login.jsp HTTP/1.1" 200 4818
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/index.jsp HTTP/1.1" 200 13279
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/bridegroom.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/33_3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/rings.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/44_4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/agent1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/agent2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/agent3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/agent4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/agent5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/agent6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/agent7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/agent8.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:11 +0530] "GET /MatchFinder/pic/11__11.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:13 +0530] "GET /MatchFinder/index.jsp HTTP/1.1" 200 13279
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:14 +0530] "GET /MatchFinder/index.jsp HTTP/1.1" 200 13279
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:15 +0530] "GET /MatchFinder/index.jsp HTTP/1.1" 200 13279
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:17 +0530] "GET /MatchFinder/contact.jsp HTTP/1.1" 200 7407
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:29 +0530] "GET /MatchFinder/login/login.jsp HTTP/1.1" 200 4818
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:40 +0530] "GET /MatchFinder/index.jsp HTTP/1.1" 200 13279
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:41 +0530] "GET /MatchFinder/login/login.jsp HTTP/1.1" 200 4818
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:42 +0530] "GET /MatchFinder/index.jsp HTTP/1.1" 200 13279
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:43 +0530] "GET /MatchFinder/index.jsp HTTP/1.1" 200 13279
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:44 +0530] "GET /MatchFinder/index.jsp HTTP/1.1" 200 13279
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:46:56 +0530] "GET /MatchFinder/contact.jsp HTTP/1.1" 200 7407
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:47:31 +0530] "GET /MatchFinder/contact.jsp HTTP/1.1" 200 7407
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:52:41 +0530] "GET /MatchFinder/contact.jsp HTTP/1.1" 200 7426
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:53:07 +0530] "GET /MatchFinder/contact.jsp HTTP/1.1" 200 7425
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:53:14 +0530] "GET /MatchFinder/ HTTP/1.1" 200 13279
0:0:0:0:0:0:0:1 - - [30/Jan/2018:22:53:16 +0530] "GET /MatchFinder/contact.jsp HTTP/1.1" 200 7425
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:01:30 +0530] "GET /MatchFinder/contact.jsp HTTP/1.1" 200 7426
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:01:34 +0530] "GET /MatchFinder/contact.jsp HTTP/1.1" 200 7426
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:01:38 +0530] "GET /MatchFinder/contact.jsp HTTP/1.1" 200 7426
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:02:00 +0530] "GET /MatchFinder/contact.jsp HTTP/1.1" 200 7445
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:02:06 +0530] "GET /MatchFinder/login/login.jsp HTTP/1.1" 200 4818
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:02:06 +0530] "GET /MatchFinder/login/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:02:06 +0530] "GET /MatchFinder/login/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:02:06 +0530] "GET /MatchFinder/login/bg1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:02:09 +0530] "GET /MatchFinder/index.jsp HTTP/1.1" 200 13279
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:02:11 +0530] "GET /MatchFinder/login/login.jsp HTTP/1.1" 200 4818
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:02:12 +0530] "GET /MatchFinder/index.jsp HTTP/1.1" 200 13279
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:23:51 +0530] "GET /MatchFinder/login/login.jsp HTTP/1.1" 200 4818
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:23:51 +0530] "GET /MatchFinder/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:23:51 +0530] "GET /MatchFinder/login/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:23:51 +0530] "GET /MatchFinder/login/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:23:51 +0530] "GET /MatchFinder/login/bg1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jan/2018:23:23:51 +0530] "GET /MatchFinder/pic/logos.png HTTP/1.1" 304 -
